Run,Keyword,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,cell_type,donor_id,cell_line,supplemented_with,disease_state,tissue,celltype,clone_id
SRR7246512,,RNA-Seq,152,380250496,PRJNA474198,SAMN09292810,161893558,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX4151338,GSM3169927,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169927,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246513,,RNA-Seq,152,325419080,PRJNA474198,SAMN09292809,137773324,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX4151339,GSM3169928,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169928,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246514,,RNA-Seq,152,361670472,PRJNA474198,SAMN09292808,155755240,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX4151340,GSM3169929,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169929,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246515,,RNA-Seq,152,331845184,PRJNA474198,SAMN09292807,141952010,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX4151341,GSM3169930,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169930,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246516,,RNA-Seq,152,312406816,PRJNA474198,SAMN09292806,133062291,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4151342,GSM3169931,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169931,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246517,,RNA-Seq,152,328894104,PRJNA474198,SAMN09292805,139567188,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX4151343,GSM3169932,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169932,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246518,,RNA-Seq,152,318818936,PRJNA474198,SAMN09292804,136030875,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX4151344,GSM3169933,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169933,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246519,,RNA-Seq,152,303421032,PRJNA474198,SAMN09292803,128833910,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX4151345,GSM3169934,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169934,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246520,,RNA-Seq,152,109511288,PRJNA474198,SAMN09292802,47377274,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4151346,GSM3169935,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169935,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246521,,RNA-Seq,152,214010376,PRJNA474198,SAMN09292801,91523117,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4151347,GSM3169936,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169936,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246522,,RNA-Seq,152,393325232,PRJNA474198,SAMN09292800,168092400,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX4151348,GSM3169937,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169937,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246523,,RNA-Seq,152,328586608,PRJNA474198,SAMN09292799,139389580,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX4151349,GSM3169938,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169938,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246524,,RNA-Seq,152,385154928,PRJNA474198,SAMN09292798,164097595,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX4151350,GSM3169939,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169939,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246525,,RNA-Seq,152,328236248,PRJNA474198,SAMN09292797,139800395,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX4151351,GSM3169940,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169940,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246526,,RNA-Seq,152,344027984,PRJNA474198,SAMN09292870,147202772,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX4151352,GSM3169941,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169941,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246527,,RNA-Seq,152,308773408,PRJNA474198,SAMN09292869,131594117,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4151353,GSM3169942,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169942,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246528,,RNA-Seq,152,388355440,PRJNA474198,SAMN09292868,164790340,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX4151354,GSM3169943,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169943,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246529,,RNA-Seq,152,344504656,PRJNA474198,SAMN09292867,146508189,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX4151355,GSM3169944,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169944,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246530,,RNA-Seq,152,329833160,PRJNA474198,SAMN09292866,141737674,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX4151356,GSM3169945,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169945,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246531,,RNA-Seq,152,351936848,PRJNA474198,SAMN09292865,150666433,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4151357,GSM3169946,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169946,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246532,,RNA-Seq,152,406672656,PRJNA474198,SAMN09292864,173293649,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX4151358,GSM3169947,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169947,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246533,,RNA-Seq,152,394483320,PRJNA474198,SAMN09292863,167348519,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX4151359,GSM3169948,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169948,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246534,,RNA-Seq,152,343936328,PRJNA474198,SAMN09292862,147011913,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX4151360,GSM3169949,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169949,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246535,,RNA-Seq,152,409388440,PRJNA474198,SAMN09292861,173574246,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX4151361,GSM3169950,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169950,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246536,,RNA-Seq,152,229944840,PRJNA474198,SAMN09292860,99040747,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX4151362,GSM3169951,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169951,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246537,,RNA-Seq,152,321537608,PRJNA474198,SAMN09292859,137476340,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4151363,GSM3169952,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169952,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246538,,RNA-Seq,152,286275888,PRJNA474198,SAMN09292858,123100272,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4151364,GSM3169953,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169953,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246539,,RNA-Seq,152,351306352,PRJNA474198,SAMN09292857,149975183,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX4151365,GSM3169954,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169954,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246540,,RNA-Seq,152,248359792,PRJNA474198,SAMN09292856,106054138,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX4151366,GSM3169955,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169955,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246541,,RNA-Seq,152,264440632,PRJNA474198,SAMN09292944,113574303,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4151367,GSM3169956,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169956,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246542,,RNA-Seq,152,369994600,PRJNA474198,SAMN09292943,156643320,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4151368,GSM3169957,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169957,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246543,,RNA-Seq,152,273415168,PRJNA474198,SAMN09292942,116952473,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX4151369,GSM3169958,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169958,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246544,,RNA-Seq,152,369969672,PRJNA474198,SAMN09292941,157108903,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4151370,GSM3169959,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169959,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246545,,RNA-Seq,152,268969320,PRJNA474198,SAMN09292940,115288513,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX4151371,GSM3169960,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169960,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246546,,RNA-Seq,152,301587760,PRJNA474198,SAMN09292939,128490651,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX4151372,GSM3169961,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169961,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246547,,RNA-Seq,152,223591696,PRJNA474198,SAMN09292938,96187289,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX4151373,GSM3169962,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169962,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246548,,RNA-Seq,152,284045744,PRJNA474198,SAMN09292937,120661969,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4151374,GSM3169963,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169963,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246549,,RNA-Seq,152,283788104,PRJNA474198,SAMN09292936,121044958,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX4151375,GSM3169964,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169964,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246550,,RNA-Seq,152,375374336,PRJNA474198,SAMN09292935,159153420,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4151376,GSM3169965,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169965,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246551,,RNA-Seq,152,299814832,PRJNA474198,SAMN09292934,128226597,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX4151377,GSM3169966,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169966,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246552,,RNA-Seq,152,296403648,PRJNA474198,SAMN09292933,126220251,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4151378,GSM3169967,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169967,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246553,,RNA-Seq,152,207359312,PRJNA474198,SAMN09292932,89181283,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX4151379,GSM3169968,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169968,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246554,,RNA-Seq,152,485678608,PRJNA474198,SAMN09292931,205349098,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX4151380,GSM3169969,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169969,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246555,,RNA-Seq,152,284482136,PRJNA474198,SAMN09292930,121778625,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX4151381,GSM3169970,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169970,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246556,,RNA-Seq,152,327467280,PRJNA474198,SAMN09292929,139409842,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX4151382,GSM3169971,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169971,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246557,,RNA-Seq,152,293320176,PRJNA474198,SAMN09292928,125057184,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX4151383,GSM3169972,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169972,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246558,,RNA-Seq,152,345523968,PRJNA474198,SAMN09292927,146773272,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX4151384,GSM3169973,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169973,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246559,,RNA-Seq,152,239701720,PRJNA474198,SAMN09292926,102173309,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4151385,GSM3169974,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169974,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246560,,RNA-Seq,152,294519000,PRJNA474198,SAMN09292925,125716421,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4151386,GSM3169975,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169975,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246561,,RNA-Seq,152,315835936,PRJNA474198,SAMN09292924,134142141,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX4151387,GSM3169976,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169976,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246562,,RNA-Seq,152,263740976,PRJNA474198,SAMN09292923,112682571,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4151388,GSM3169977,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169977,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246563,,RNA-Seq,152,243055296,PRJNA474198,SAMN09292922,104236674,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4151389,GSM3169978,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169978,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246564,,RNA-Seq,152,292607600,PRJNA474198,SAMN09292921,124311964,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX4151390,GSM3169979,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169979,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246565,,RNA-Seq,152,242078544,PRJNA474198,SAMN09292920,103128021,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4151391,GSM3169980,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169980,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246566,,RNA-Seq,152,292840464,PRJNA474198,SAMN09292919,124820601,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4151392,GSM3169981,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169981,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246567,,RNA-Seq,152,92651296,PRJNA474198,SAMN09292918,40006658,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX4151393,GSM3169982,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169982,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246568,,RNA-Seq,152,245891160,PRJNA474198,SAMN09292917,105118656,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX4151394,GSM3169983,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169983,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246569,,RNA-Seq,152,265384096,PRJNA474198,SAMN09292916,113823999,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX4151395,GSM3169984,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169984,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246570,,RNA-Seq,152,368387960,PRJNA474198,SAMN09292915,156866713,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX4151396,GSM3169985,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169985,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246571,,RNA-Seq,152,325512408,PRJNA474198,SAMN09292914,138825728,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4151397,GSM3169986,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169986,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246572,,RNA-Seq,152,303594920,PRJNA474198,SAMN09292913,129577604,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4151398,GSM3169987,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169987,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
SRR7246573,,RNA-Seq,152,304628216,PRJNA474198,SAMN09292912,129304822,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX4151399,GSM3169988,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169988,donor 1_CD34+ hematopoietic cells,SRP149541,primary hematopoietic cells,donor 1,,,,,,
